Date,High,Low,Open,Close,Volume,Adj Close
08-03-2000,123.94,118.56,122.87,122,2421700,0.938150046
09-03-2000,125,118.25,120.87,122.25,2470700,0.940072485
10-03-2000,127.94,121,121.69,125.75,2219700,0.966986625
13-03-2000,126.5,119.5,122.12,121.31,2713900,0.932844116
14-03-2000,124.25,114,121.22,114.25,3826600,0.878554449
15-03-2000,120.25,114.12,115.62,116.25,3960800,0.893933958
16-03-2000,122,114.5,117.31,121.56,3375900,0.934766554
17-03-2000,125,119.62,120.12,125,2723600,0.96121931
20-03-2000,126.25,122.37,123.5,123,1825800,0.945839801
21-03-2000,136.75,121.62,122.56,134.94,4681500,1.037655469
22-03-2000,144.38,131.56,132.78,144.19,5071400,1.108785698
23-03-2000,150.38,140,142,141.31,5022900,1.086639205
24-03-2000,143.94,135.5,142.44,138.69,3990300,1.066492048
27-03-2000,144.75,136.88,137.63,139.56,2492700,1.073182135
28-03-2000,142,137.13,137.25,139.13,1812200,1.06987554
29-03-2000,139.44,133.83,139.38,135.94,2141400,1.045345224
30-03-2000,137.69,125.44,133.56,125.75,3700000,0.966986625
31-03-2000,137.25,126,127.44,135.81,3612800,1.044345555
03-04-2000,139.5,129.44,135.5,133.31,2933600,1.025121169
04-04-2000,133,116.75,132.63,127.31,5895800,0.978982642
05-04-2000,132.88,124,126.47,130.38,4086300,1.002590189
